?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0002026>	"A method for determining structure by directing polarised neutrons onto an extremely flat surface and measuring the intensity of the reflected neutrons as a function of angle and neutron wavelength."	
<http://purl.obolibrary.org/obo/CHMO_0002099>	"The recording of an interference pattern on a photographic film. Coherent light from a laser is reflected from an object and combined at the film with light from a reference beam. Both the phase and amplitude of the light scattered by the object is recorded."	
<http://purl.obolibrary.org/obo/CHMO_0001413>	"A synthesis method that uses light to transfer a pattern to a substrate. A solution of photoresist (a polymer) is deposited on the substrate by spin coating. The photoresist-coated substrate is then heated to drive off excess solvent ('soft-baked', 'prebaked', 'post-application baked', PAB), typically at 90–100 °C. The photoresist is then immersed in a liquid with RI >1 (e.g. highly purified water) and exposed to a pattern of intense UV light. A post-exposure bake (PEB) at 120–180 °C is performed before immersing the substrate in a 'developer' which removes excess photoresist. Positive photoresist becomes soluble in the developer when exposed; negative photoresist becomes insoluble in the developer. Finally the substrate is baked again ('hard-baked') to solidify the remaining photoresist."	
<http://purl.obolibrary.org/obo/CHMO_0002832>	"A planned process in which materials are removed permanently from the laboratory or repository."	
<http://purl.obolibrary.org/obo/CHMO_0001827>	"Spectroscopy where the refractive index change of the sample induced by two polarized laser beams (pump and probe) under the influence of an electric field (the 'optical Kerr effect') is measured."	
<http://purl.obolibrary.org/obo/CHMO_0002149>	"A technique that utlilises the movement of particles under the influence of an electric field (e.g. electroosmosis or electrophoresis) in conjunction with illumination of a photosensitive substrate to form a pattern. Particles suspended in DI water are placed between two parallel ITO electrodes biased with an AC signal. Light of wavelength 1064 nm is used to heat the fluid sample and induce an electrohydrodynamic microvortex, bringing the particles towards its centre, forming a pattern."	
<http://purl.obolibrary.org/obo/UO_0000095>		
<http://purl.obolibrary.org/obo/CHMO_0001191>	"Magic angle spinning nuclear magnetic resonance spectroscopy that probes vanadium-51 nuclei."	
<http://purl.obolibrary.org/obo/CHMO_0001592>	"A method for extracting biological molecules from a biological sample by functionalising a magnetic bead (0.001–200 μm diameter) with a molecule specific to the target molecule (e.g. complementary DNA or a specific antibody) and placing it in the sample solution. The bead is removed from the solution using a magnetized source."	
<http://purl.obolibrary.org/obo/CHMO_0001489>	"The decomposition of a sample into liquid form by treatment with enzymes or strong acids or alkalis."	
<http://purl.obolibrary.org/obo/CHMO_0002855>	"The mass of the product of a synthesis expressed as a percentage of the theoretical maxiμm mass given the masses of the reactants."	
<http://purl.obolibrary.org/obo/CHMO_0001520>	"The uncatalysed cleavage of one or more covalent bonds resulting from exposure of a compound to a raised temperature, or a process in which such cleavage is an essential part."	
<http://purl.obolibrary.org/obo/CHMO_0000205>	"A method for determining structure by measuring the change in direction or energy of X-rays scattered by a sample. The incident X-ray beam strikes the sample under a small angle close to the critical angle of total external X-ray reflection."	
<http://purl.obolibrary.org/obo/CHMO_0001148>	"A type of heteronuclear NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and 13C nuclei which are 2 to 3 bonds removed."	"FIX:0001024"
<http://purl.obolibrary.org/obo/CHMO_0001344>	"A synthesis method which consists of depositing a monocrystalline film (from a beam of evapourated metal particles) on a monocrystalline substrate under high vacuum (<10^{-8} Pa)."	
<http://purl.obolibrary.org/obo/CHMO_0002846>	"A material processing step that involves heating apparatus in an autoclave."	
<http://purl.obolibrary.org/obo/CHMO_0001981>	"Spectroscopy where the energy states of 95Mo nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0002730>	"A method for analysing cells suspended in a stream of fluid. Cells are loaded with fluorescent substrates (reporters) followed by laser-based lysis of a single cell and loading of its contents into an overlying capillary where chemical separation is accomplished via capillary electrophoresis."	
<http://purl.obolibrary.org/obo/CHMO_0000563>	"Mass spectrometry where the sample (which is held in a liquid matrix) is bombarded with a stream of primary noble gas atoms and the secondary ions ejected from the sample are detected."	"FIX:0000086"
<http://purl.obolibrary.org/obo/CHMO_0001443>	"A synthesis method in which the reaction outcome is determined by the use of mechanical constraints to direct reactive molecules to specific molecular sites."	
<http://purl.obolibrary.org/obo/CHMO_0000959>	"An ion source that consists of an ionisation chamber and a thin strip of metal that is heated electrically to incandescence or a temperature at which it emits free electrons that are accelerated through a potential to an energy where they ionise the sample."	
<http://purl.obolibrary.org/obo/CHMO_0001999>	"A method that results in the separation of two or more components along two physical axes."	
<http://purl.obolibrary.org/obo/CHMO_0002417>	"Spectroscopy using short pulses of radiation from the radio frequency (MHz) range. Radio frequency spectroscopy is used to probe cold gas atoms and single ions."	
<http://purl.obolibrary.org/obo/CHMO_0001240>	"Spectroscopy where the intensity of the  fluorescence emitted by molecules excited using ultraviolet light is detected as it changes upon interaction of the molecule with its environment."	
<http://purl.obolibrary.org/obo/CHMO_0001701>	"The fusing together of small particles by heating the sample below its melting point until its particles adhere to each other."	
<http://purl.obolibrary.org/obo/CHMO_0001913>	"A nuclear magnetic resonance spectrum in which line broadening has been averaged to zero by spinning the sample very rapidly at the magic angle (54.74° with respect to the direction of the magnetic field) and cross polarisation has been used to enhance the signal from weakly coupled nuclei."	
<http://purl.obolibrary.org/obo/IAO_0000109>	"A measurement datum is an information content entity that is a recording of the output of a measurement such as produced by a device."@en	
<http://purl.obolibrary.org/obo/CHMO_0002803>	"A data item that describes a non-adjustable specification of a method."	
<http://purl.obolibrary.org/obo/CHMO_0001380>	"The process of filling in the pores of a material (e.g. a ceramic) by reaction with, or deposition from a vapour, accelerated by a temperature gradient."	
<http://purl.obolibrary.org/obo/CHMO_0001011>	"Column chromatography where the separation is caused by exclusion effects within the stationary phase and where the stationary phase is a swollen gel."	
<http://purl.obolibrary.org/obo/CHMO_0002117>	"Microscopy which uses a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen that is immersed in a liquid cell. The tip oscillates, intermittently touching or tapping the surface. An image of the surface is obtained by mechanically moving the probe in a raster scan of the specimen, line by line, and recording the force experienced by the tip as a function of position. A feedback loop is used to maintain a fixed relationship between the tip and surface during scanning."	
